Timestamp,ModelID,InputTokens,OutputTokens,RequestID
2026-06-01 00:42:17,gpt-4o,279,397,req_2537
2026-06-01 00:42:18,gpt-4o,954,747,req_2538
2026-06-01 00:42:19,llama-3-70b,1500,878,req_2539
2026-06-01 00:42:20,gpt-4o,879,385,req_2540
2026-06-01 00:42:21,llama-3-70b,1645,96,req_2541
2026-06-01 00:42:22,llama-3-70b,1552,795,req_2542
2026-06-01 00:42:23,gpt-4o,1575,451,req_2543
2026-06-01 00:42:24,llama-3-70b,476,113,req_2544
2026-06-01 00:42:25,mistral-large,314,321,req_2545
2026-06-01 00:42:26,gpt-4o,2018,172,req_2546
2026-06-01 00:42:27,llama-3-70b,1177,816,req_2547
2026-06-01 00:42:28,gpt-4o,120,986,req_2548
2026-06-01 00:42:29,gpt-4o,1023,924,req_2549
2026-06-01 00:42:30,gpt-4o,241,439,req_2550
2026-06-01 00:42:31,llama-3-70b,1724,446,req_2551
2026-06-01 00:42:32,mistral-large,1617,222,req_2552
2026-06-01 00:42:33,mistral-large,1755,226,req_2553
2026-06-01 00:42:34,llama-3-70b,1765,677,req_2554
2026-06-01 00:42:35,gpt-4o,1625,532,req_2555
2026-06-01 00:42:36,llama-3-70b,1533,282,req_2556
2026-06-01 00:42:37,llama-3-70b,604,1013,req_2557
2026-06-01 00:42:38,llama-3-70b,1587,573,req_2558
2026-06-01 00:42:39,gpt-4o,1306,578,req_2559
2026-06-01 00:42:40,llama-3-70b,1736,1014,req_2560
2026-06-01 00:42:41,gpt-4o,182,879,req_2561
2026-06-01 00:42:42,llama-3-70b,982,470,req_2562
2026-06-01 00:42:43,mistral-large,1040,843,req_2563
2026-06-01 00:42:44,llama-3-70b,1188,758,req_2564
2026-06-01 00:42:45,llama-3-70b,1555,606,req_2565
2026-06-01 00:42:46,mistral-large,555,588,req_2566
2026-06-01 00:42:47,gpt-4o,557,842,req_2567
2026-06-01 00:42:48,gpt-4o,1954,34,req_2568
2026-06-01 00:42:49,llama-3-70b,527,363,req_2569
2026-06-01 00:42:50,mistral-large,1953,923,req_2570
2026-06-01 00:42:51,gpt-4o,923,292,req_2571
2026-06-01 00:42:52,llama-3-70b,224,90,req_2572
2026-06-01 00:42:53,mistral-large,143,238,req_2573
2026-06-01 00:42:54,gpt-4o,294,751,req_2574
2026-06-01 00:42:55,gpt-4o,1159,317,req_2575
2026-06-01 00:42:56,mistral-large,1954,369,req_2576
2026-06-01 00:42:57,mistral-large,1472,781,req_2577
2026-06-01 00:42:58,mistral-large,1882,803,req_2578
2026-06-01 00:42:59,mistral-large,695,843,req_2579
2026-06-01 00:43:00,llama-3-70b,1185,909,req_2580
2026-06-01 00:43:01,mistral-large,340,273,req_2581
2026-06-01 00:43:02,gpt-4o,1571,702,req_2582
2026-06-01 00:43:03,gpt-4o,1416,135,req_2583
2026-06-01 00:43:04,llama-3-70b,1148,807,req_2584
2026-06-01 00:43:05,gpt-4o,903,997,req_2585
2026-06-01 00:43:06,gpt-4o,1515,793,req_2586
2026-06-01 00:43:07,mistral-large,1317,836,req_2587
2026-06-01 00:43:08,gpt-4o,908,355,req_2588
2026-06-01 00:43:09,llama-3-70b,1108,184,req_2589
2026-06-01 00:43:10,mistral-large,1199,806,req_2590
2026-06-01 00:43:11,mistral-large,1222,484,req_2591
2026-06-01 00:43:12,llama-3-70b,87,893,req_2592
2026-06-01 00:43:13,mistral-large,956,167,req_2593
2026-06-01 00:43:14,mistral-large,1635,787,req_2594
2026-06-01 00:43:15,llama-3-70b,697,892,req_2595
2026-06-01 00:43:16,mistral-large,30,100,req_2596
2026-06-01 00:43:17,llama-3-70b,575,778,req_2597
2026-06-01 00:43:18,llama-3-70b,1217,514,req_2598
2026-06-01 00:43:19,gpt-4o,1904,369,req_2599
2026-06-01 00:43:20,gpt-4o,1255,985,req_2600
2026-06-01 00:43:21,mistral-large,836,357,req_2601
2026-06-01 00:43:22,mistral-large,1361,804,req_2602
2026-06-01 00:43:23,llama-3-70b,188,440,req_2603
2026-06-01 00:43:24,mistral-large,1821,87,req_2604
2026-06-01 00:43:25,llama-3-70b,1145,229,req_2605
2026-06-01 00:43:26,llama-3-70b,1769,416,req_2606
2026-06-01 00:43:27,mistral-large,1759,739,req_2607
2026-06-01 00:43:28,llama-3-70b,1092,985,req_2608
2026-06-01 00:43:29,gpt-4o,1360,122,req_2609
2026-06-01 00:43:30,mistral-large,914,486,req_2610
2026-06-01 00:43:31,gpt-4o,1654,196,req_2611
2026-06-01 00:43:32,mistral-large,1930,595,req_2612
2026-06-01 00:43:33,llama-3-70b,678,594,req_2613
2026-06-01 00:43:34,mistral-large,200,663,req_2614
2026-06-01 00:43:35,gpt-4o,1233,111,req_2615
2026-06-01 00:43:36,llama-3-70b,1345,386,req_2616
2026-06-01 00:43:37,mistral-large,2047,787,req_2617
2026-06-01 00:43:38,mistral-large,717,394,req_2618
2026-06-01 00:43:39,mistral-large,1068,248,req_2619
2026-06-01 00:43:40,gpt-4o,388,589,req_2620
2026-06-01 00:43:41,gpt-4o,396,873,req_2621
2026-06-01 00:43:42,mistral-large,1791,472,req_2622
2026-06-01 00:43:43,llama-3-70b,246,870,req_2623
2026-06-01 00:43:44,llama-3-70b,625,938,req_2624
2026-06-01 00:43:45,gpt-4o,1552,542,req_2625
2026-06-01 00:43:46,llama-3-70b,292,214,req_2626
2026-06-01 00:43:47,gpt-4o,10,608,req_2627
2026-06-01 00:43:48,mistral-large,1764,641,req_2628
2026-06-01 00:43:49,gpt-4o,473,1019,req_2629
2026-06-01 00:43:50,gpt-4o,1263,951,req_2630
2026-06-01 00:43:51,mistral-large,976,77,req_2631
2026-06-01 00:43:52,llama-3-70b,181,996,req_2632
2026-06-01 00:43:53,gpt-4o,1120,639,req_2633
2026-06-01 00:43:54,gpt-4o,1586,313,req_2634
2026-06-01 00:43:55,mistral-large,1156,700,req_2635
2026-06-01 00:43:56,llama-3-70b,852,703,req_2636
2026-06-01 00:43:57,gpt-4o,1331,714,req_2637
2026-06-01 00:43:58,mistral-large,1918,594,req_2638
2026-06-01 00:43:59,gpt-4o,1962,864,req_2639
2026-06-01 00:44:00,mistral-large,699,190,req_2640
2026-06-01 00:44:01,llama-3-70b,584,860,req_2641
2026-06-01 00:44:02,llama-3-70b,1517,257,req_2642
2026-06-01 00:44:03,llama-3-70b,174,17,req_2643
2026-06-01 00:44:04,llama-3-70b,2034,303,req_2644
2026-06-01 00:44:05,gpt-4o,1732,80,req_2645
2026-06-01 00:44:06,gpt-4o,392,55,req_2646
2026-06-01 00:44:07,llama-3-70b,218,791,req_2647
2026-06-01 00:44:08,llama-3-70b,1772,153,req_2648
2026-06-01 00:44:09,llama-3-70b,1465,735,req_2649
2026-06-01 00:44:10,gpt-4o,1422,126,req_2650
2026-06-01 00:44:11,llama-3-70b,1593,215,req_2651
2026-06-01 00:44:12,llama-3-70b,233,284,req_2652
2026-06-01 00:44:13,llama-3-70b,12,542,req_2653
2026-06-01 00:44:14,mistral-large,381,689,req_2654
2026-06-01 00:44:15,llama-3-70b,1720,160,req_2655
2026-06-01 00:44:16,mistral-large,1479,242,req_2656
2026-06-01 00:44:17,mistral-large,620,380,req_2657
2026-06-01 00:44:18,llama-3-70b,125,86,req_2658
2026-06-01 00:44:19,mistral-large,1303,496,req_2659
2026-06-01 00:44:20,llama-3-70b,456,360,req_2660
2026-06-01 00:44:21,gpt-4o,1401,1006,req_2661
2026-06-01 00:44:22,gpt-4o,1286,929,req_2662
2026-06-01 00:44:23,gpt-4o,1350,277,req_2663
2026-06-01 00:44:24,gpt-4o,424,584,req_2664
2026-06-01 00:44:25,mistral-large,1128,48,req_2665
2026-06-01 00:44:26,llama-3-70b,1818,1009,req_2666
2026-06-01 00:44:27,llama-3-70b,901,577,req_2667
2026-06-01 00:44:28,llama-3-70b,1057,127,req_2668
2026-06-01 00:44:29,gpt-4o,1661,353,req_2669
2026-06-01 00:44:30,gpt-4o,672,712,req_2670
2026-06-01 00:44:31,llama-3-70b,1883,334,req_2671
2026-06-01 00:44:32,gpt-4o,1083,413,req_2672
2026-06-01 00:44:33,llama-3-70b,1535,995,req_2673
2026-06-01 00:44:34,llama-3-70b,727,327,req_2674
2026-06-01 00:44:35,llama-3-70b,1531,115,req_2675
2026-06-01 00:44:36,llama-3-70b,1368,774,req_2676
2026-06-01 00:44:37,llama-3-70b,1112,1021,req_2677
2026-06-01 00:44:38,llama-3-70b,1615,93,req_2678
2026-06-01 00:44:39,llama-3-70b,1060,437,req_2679
2026-06-01 00:44:40,gpt-4o,280,714,req_2680
2026-06-01 00:44:41,llama-3-70b,571,798,req_2681
2026-06-01 00:44:42,llama-3-70b,813,716,req_2682
2026-06-01 00:44:43,gpt-4o,256,103,req_2683
2026-06-01 00:44:44,gpt-4o,1809,543,req_2684
2026-06-01 00:44:45,gpt-4o,1624,605,req_2685
2026-06-01 00:44:46,llama-3-70b,396,150,req_2686
2026-06-01 00:44:47,mistral-large,711,698,req_2687
2026-06-01 00:44:48,mistral-large,568,261,req_2688
2026-06-01 00:44:49,gpt-4o,982,193,req_2689
2026-06-01 00:44:50,mistral-large,1394,244,req_2690
2026-06-01 00:44:51,gpt-4o,1899,875,req_2691
2026-06-01 00:44:52,llama-3-70b,993,903,req_2692
2026-06-01 00:44:53,mistral-large,1521,507,req_2693
2026-06-01 00:44:54,llama-3-70b,361,712,req_2694
2026-06-01 00:44:55,mistral-large,1734,813,req_2695
2026-06-01 00:44:56,llama-3-70b,1961,681,req_2696
2026-06-01 00:44:57,mistral-large,1289,823,req_2697
2026-06-01 00:44:58,llama-3-70b,1255,275,req_2698
2026-06-01 00:44:59,llama-3-70b,1917,524,req_2699
2026-06-01 00:45:00,mistral-large,762,554,req_2700
2026-06-01 00:45:01,llama-3-70b,790,118,req_2701
2026-06-01 00:45:02,llama-3-70b,1034,343,req_2702
2026-06-01 00:45:03,llama-3-70b,555,572,req_2703
2026-06-01 00:45:04,mistral-large,1479,947,req_2704
2026-06-01 00:45:05,mistral-large,88,990,req_2705
2026-06-01 00:45:06,llama-3-70b,1269,363,req_2706
2026-06-01 00:45:07,llama-3-70b,343,654,req_2707
2026-06-01 00:45:08,mistral-large,898,618,req_2708
2026-06-01 00:45:09,mistral-large,1382,338,req_2709
2026-06-01 00:45:10,llama-3-70b,1131,693,req_2710
2026-06-01 00:45:11,llama-3-70b,1115,173,req_2711
2026-06-01 00:45:12,llama-3-70b,511,343,req_2712
2026-06-01 00:45:13,gpt-4o,2000,802,req_2713
2026-06-01 00:45:14,mistral-large,1510,265,req_2714
2026-06-01 00:45:15,gpt-4o,1960,891,req_2715
2026-06-01 00:45:16,mistral-large,1737,739,req_2716
2026-06-01 00:45:17,mistral-large,774,203,req_2717
2026-06-01 00:45:18,mistral-large,930,215,req_2718
2026-06-01 00:45:19,mistral-large,559,291,req_2719
2026-06-01 00:45:20,mistral-large,23,696,req_2720
2026-06-01 00:45:21,mistral-large,401,766,req_2721
2026-06-01 00:45:22,mistral-large,1380,747,req_2722
2026-06-01 00:45:23,gpt-4o,319,476,req_2723
2026-06-01 00:45:24,llama-3-70b,395,486,req_2724
2026-06-01 00:45:25,llama-3-70b,1242,1021,req_2725
2026-06-01 00:45:26,gpt-4o,1390,27,req_2726
2026-06-01 00:45:27,gpt-4o,983,564,req_2727
2026-06-01 00:45:28,gpt-4o,1634,113,req_2728
2026-06-01 00:45:29,gpt-4o,1601,300,req_2729
2026-06-01 00:45:30,mistral-large,1127,10,req_2730
2026-06-01 00:45:31,llama-3-70b,1126,554,req_2731
2026-06-01 00:45:32,mistral-large,349,685,req_2732
2026-06-01 00:45:33,llama-3-70b,606,872,req_2733
2026-06-01 00:45:34,llama-3-70b,1478,799,req_2734
2026-06-01 00:45:35,gpt-4o,766,207,req_2735
2026-06-01 00:45:36,mistral-large,1055,329,req_2736
2026-06-01 00:45:37,gpt-4o,300,829,req_2737
2026-06-01 00:45:38,mistral-large,1518,789,req_2738
2026-06-01 00:45:39,llama-3-70b,1817,248,req_2739
2026-06-01 00:45:40,gpt-4o,315,331,req_2740
2026-06-01 00:45:41,gpt-4o,643,991,req_2741
2026-06-01 00:45:42,llama-3-70b,1161,51,req_2742
2026-06-01 00:45:43,llama-3-70b,634,765,req_2743
2026-06-01 00:45:44,llama-3-70b,948,595,req_2744
2026-06-01 00:45:45,gpt-4o,1306,626,req_2745
2026-06-01 00:45:46,mistral-large,857,17,req_2746
2026-06-01 00:45:47,gpt-4o,451,911,req_2747
2026-06-01 00:45:48,mistral-large,512,384,req_2748
2026-06-01 00:45:49,gpt-4o,139,369,req_2749
2026-06-01 00:45:50,gpt-4o,1165,606,req_2750
2026-06-01 00:45:51,llama-3-70b,606,346,req_2751
2026-06-01 00:45:52,mistral-large,1968,864,req_2752
2026-06-01 00:45:53,gpt-4o,1515,796,req_2753
2026-06-01 00:45:54,gpt-4o,871,225,req_2754
2026-06-01 00:45:55,llama-3-70b,1423,77,req_2755
2026-06-01 00:45:56,llama-3-70b,602,750,req_2756
2026-06-01 00:45:57,mistral-large,1008,776,req_2757
2026-06-01 00:45:58,gpt-4o,2018,629,req_2758
2026-06-01 00:45:59,mistral-large,334,50,req_2759
2026-06-01 00:46:00,gpt-4o,1102,508,req_2760
2026-06-01 00:46:01,mistral-large,1693,278,req_2761
2026-06-01 00:46:02,llama-3-70b,457,559,req_2762
2026-06-01 00:46:03,gpt-4o,1561,212,req_2763
2026-06-01 00:46:04,mistral-large,828,933,req_2764
2026-06-01 00:46:05,llama-3-70b,1650,865,req_2765
2026-06-01 00:46:06,llama-3-70b,1198,619,req_2766
2026-06-01 00:46:07,mistral-large,1521,128,req_2767
2026-06-01 00:46:08,gpt-4o,1746,14,req_2768
2026-06-01 00:46:09,gpt-4o,718,333,req_2769
2026-06-01 00:46:10,llama-3-70b,1459,191,req_2770
2026-06-01 00:46:11,gpt-4o,1730,547,req_2771
2026-06-01 00:46:12,gpt-4o,1867,672,req_2772
2026-06-01 00:46:13,gpt-4o,274,64,req_2773
2026-06-01 00:46:14,llama-3-70b,1908,765,req_2774
2026-06-01 00:46:15,mistral-large,621,903,req_2775
2026-06-01 00:46:16,gpt-4o,1375,890,req_2776
2026-06-01 00:46:17,llama-3-70b,841,955,req_2777
2026-06-01 00:46:18,llama-3-70b,1759,786,req_2778
2026-06-01 00:46:19,mistral-large,1311,446,req_2779
2026-06-01 00:46:20,gpt-4o,683,221,req_2780
2026-06-01 00:46:21,gpt-4o,1472,915,req_2781
2026-06-01 00:46:22,mistral-large,166,6,req_2782
2026-06-01 00:46:23,mistral-large,1455,540,req_2783
2026-06-01 00:46:24,llama-3-70b,260,722,req_2784
2026-06-01 00:46:25,llama-3-70b,887,836,req_2785
2026-06-01 00:46:26,mistral-large,1642,1012,req_2786
2026-06-01 00:46:27,gpt-4o,539,715,req_2787
2026-06-01 00:46:28,llama-3-70b,336,360,req_2788
2026-06-01 00:46:29,llama-3-70b,970,630,req_2789
2026-06-01 00:46:30,gpt-4o,904,796,req_2790
2026-06-01 00:46:31,llama-3-70b,106,671,req_2791
2026-06-01 00:46:32,gpt-4o,522,169,req_2792
2026-06-01 00:46:33,gpt-4o,225,1002,req_2793
2026-06-01 00:46:34,gpt-4o,1165,738,req_2794
2026-06-01 00:46:35,mistral-large,1293,95,req_2795
2026-06-01 00:46:36,mistral-large,134,171,req_2796
2026-06-01 00:46:37,mistral-large,1115,963,req_2797
2026-06-01 00:46:38,gpt-4o,1316,211,req_2798
2026-06-01 00:46:39,gpt-4o,1716,286,req_2799
2026-06-01 00:46:40,mistral-large,68,69,req_2800
2026-06-01 00:46:41,llama-3-70b,1577,892,req_2801
2026-06-01 00:46:42,gpt-4o,170,520,req_2802
2026-06-01 00:46:43,llama-3-70b,293,161,req_2803
2026-06-01 00:46:44,llama-3-70b,115,765,req_2804
2026-06-01 00:46:45,gpt-4o,1138,773,req_2805
2026-06-01 00:46:46,gpt-4o,1472,751,req_2806
2026-06-01 00:46:47,llama-3-70b,237,310,req_2807
2026-06-01 00:46:48,llama-3-70b,1733,882,req_2808
2026-06-01 00:46:49,mistral-large,1615,986,req_2809
2026-06-01 00:46:50,mistral-large,327,399,req_2810
2026-06-01 00:46:51,gpt-4o,1497,78,req_2811
2026-06-01 00:46:52,mistral-large,811,191,req_2812
2026-06-01 00:46:53,mistral-large,1632,578,req_2813
2026-06-01 00:46:54,mistral-large,1915,341,req_2814
2026-06-01 00:46:55,mistral-large,883,680,req_2815
2026-06-01 00:46:56,llama-3-70b,481,572,req_2816
2026-06-01 00:46:57,gpt-4o,1089,627,req_2817
2026-06-01 00:46:58,mistral-large,634,734,req_2818
2026-06-01 00:46:59,llama-3-70b,22,244,req_2819
2026-06-01 00:47:00,llama-3-70b,1473,537,req_2820
2026-06-01 00:47:01,llama-3-70b,1051,145,req_2821
2026-06-01 00:47:02,mistral-large,703,269,req_2822
2026-06-01 00:47:03,mistral-large,982,143,req_2823
2026-06-01 00:47:04,gpt-4o,122,463,req_2824
2026-06-01 00:47:05,mistral-large,238,74,req_2825
2026-06-01 00:47:06,mistral-large,180,389,req_2826
2026-06-01 00:47:07,llama-3-70b,304,634,req_2827
2026-06-01 00:47:08,gpt-4o,198,202,req_2828
2026-06-01 00:47:09,mistral-large,435,209,req_2829
2026-06-01 00:47:10,mistral-large,986,730,req_2830
2026-06-01 00:47:11,llama-3-70b,1112,572,req_2831
2026-06-01 00:47:12,llama-3-70b,667,803,req_2832
2026-06-01 00:47:13,mistral-large,928,986,req_2833
2026-06-01 00:47:14,gpt-4o,1215,809,req_2834
2026-06-01 00:47:15,gpt-4o,508,691,req_2835
2026-06-01 00:47:16,llama-3-70b,1831,863,req_2836
2026-06-01 00:47:17,llama-3-70b,771,886,req_2837
2026-06-01 00:47:18,mistral-large,875,1016,req_2838
2026-06-01 00:47:19,llama-3-70b,835,978,req_2839
2026-06-01 00:47:20,mistral-large,1741,644,req_2840
2026-06-01 00:47:21,gpt-4o,1868,435,req_2841
2026-06-01 00:47:22,gpt-4o,80,894,req_2842
2026-06-01 00:47:23,mistral-large,257,329,req_2843
2026-06-01 00:47:24,llama-3-70b,155,446,req_2844
2026-06-01 00:47:25,gpt-4o,1651,808,req_2845
2026-06-01 00:47:26,llama-3-70b,1808,292,req_2846
2026-06-01 00:47:27,gpt-4o,1329,230,req_2847
2026-06-01 00:47:28,mistral-large,591,68,req_2848
2026-06-01 00:47:29,mistral-large,479,971,req_2849
2026-06-01 00:47:30,mistral-large,1539,942,req_2850
2026-06-01 00:47:31,gpt-4o,202,564,req_2851
2026-06-01 00:47:32,llama-3-70b,1101,718,req_2852
2026-06-01 00:47:33,llama-3-70b,503,502,req_2853
2026-06-01 00:47:34,llama-3-70b,1850,853,req_2854
2026-06-01 00:47:35,gpt-4o,61,930,req_2855
2026-06-01 00:47:36,gpt-4o,891,921,req_2856
2026-06-01 00:47:37,gpt-4o,372,64,req_2857
2026-06-01 00:47:38,gpt-4o,1830,401,req_2858
2026-06-01 00:47:39,gpt-4o,926,261,req_2859
2026-06-01 00:47:40,llama-3-70b,483,581,req_2860
2026-06-01 00:47:41,gpt-4o,1879,243,req_2861
2026-06-01 00:47:42,gpt-4o,530,805,req_2862
2026-06-01 00:47:43,llama-3-70b,1796,42,req_2863
2026-06-01 00:47:44,gpt-4o,1464,29,req_2864
2026-06-01 00:47:45,llama-3-70b,1877,414,req_2865
2026-06-01 00:47:46,llama-3-70b,1331,465,req_2866
2026-06-01 00:47:47,mistral-large,1468,575,req_2867
2026-06-01 00:47:48,mistral-large,1729,992,req_2868
2026-06-01 00:47:49,mistral-large,700,421,req_2869
2026-06-01 00:47:50,mistral-large,1231,361,req_2870
2026-06-01 00:47:51,gpt-4o,1161,387,req_2871
2026-06-01 00:47:52,mistral-large,541,813,req_2872
2026-06-01 00:47:53,llama-3-70b,2017,162,req_2873
2026-06-01 00:47:54,gpt-4o,1444,573,req_2874
2026-06-01 00:47:55,mistral-large,1967,437,req_2875
2026-06-01 00:47:56,llama-3-70b,849,52,req_2876
2026-06-01 00:47:57,gpt-4o,1098,332,req_2877
2026-06-01 00:47:58,gpt-4o,1727,437,req_2878
2026-06-01 00:47:59,mistral-large,250,435,req_2879
2026-06-01 00:48:00,gpt-4o,1402,60,req_2880
2026-06-01 00:48:01,llama-3-70b,545,581,req_2881
2026-06-01 00:48:02,gpt-4o,1417,272,req_2882
2026-06-01 00:48:03,llama-3-70b,1464,73,req_2883
2026-06-01 00:48:04,gpt-4o,2000,732,req_2884
2026-06-01 00:48:05,mistral-large,92,906,req_2885
2026-06-01 00:48:06,llama-3-70b,991,605,req_2886
2026-06-01 00:48:07,gpt-4o,1864,453,req_2887
2026-06-01 00:48:08,gpt-4o,1730,797,req_2888
2026-06-01 00:48:09,gpt-4o,960,261,req_2889
2026-06-01 00:48:10,llama-3-70b,1861,676,req_2890
2026-06-01 00:48:11,llama-3-70b,620,494,req_2891
2026-06-01 00:48:12,llama-3-70b,583,750,req_2892
2026-06-01 00:48:13,mistral-large,295,647,req_2893
2026-06-01 00:48:14,mistral-large,998,53,req_2894
2026-06-01 00:48:15,llama-3-70b,1567,663,req_2895
2026-06-01 00:48:16,gpt-4o,468,320,req_2896
2026-06-01 00:48:17,mistral-large,1245,1007,req_2897
2026-06-01 00:48:18,llama-3-70b,135,417,req_2898
2026-06-01 00:48:19,gpt-4o,1446,438,req_2899
2026-06-01 00:48:20,mistral-large,1532,6,req_2900
2026-06-01 00:48:21,gpt-4o,434,845,req_2901
2026-06-01 00:48:22,gpt-4o,563,956,req_2902
2026-06-01 00:48:23,gpt-4o,619,149,req_2903
2026-06-01 00:48:24,gpt-4o,1994,960,req_2904
2026-06-01 00:48:25,mistral-large,1576,370,req_2905
2026-06-01 00:48:26,mistral-large,1191,424,req_2906
2026-06-01 00:48:27,mistral-large,121,577,req_2907
2026-06-01 00:48:28,llama-3-70b,411,789,req_2908
2026-06-01 00:48:29,mistral-large,1792,565,req_2909
2026-06-01 00:48:30,gpt-4o,131,848,req_2910
2026-06-01 00:48:31,mistral-large,282,448,req_2911
2026-06-01 00:48:32,gpt-4o,1327,920,req_2912
2026-06-01 00:48:33,llama-3-70b,407,438,req_2913
2026-06-01 00:48:34,gpt-4o,480,647,req_2914
2026-06-01 00:48:35,gpt-4o,994,559,req_2915
2026-06-01 00:48:36,gpt-4o,1240,61,req_2916
2026-06-01 00:48:37,llama-3-70b,1143,566,req_2917
2026-06-01 00:48:38,mistral-large,1473,968,req_2918
2026-06-01 00:48:39,mistral-large,1311,981,req_2919
2026-06-01 00:48:40,llama-3-70b,1996,182,req_2920
2026-06-01 00:48:41,gpt-4o,1601,297,req_2921
2026-06-01 00:48:42,mistral-large,1920,50,req_2922
2026-06-01 00:48:43,llama-3-70b,1948,174,req_2923
2026-06-01 00:48:44,mistral-large,578,275,req_2924
2026-06-01 00:48:45,llama-3-70b,1973,421,req_2925
2026-06-01 00:48:46,gpt-4o,1515,852,req_2926
2026-06-01 00:48:47,mistral-large,1836,143,req_2927
2026-06-01 00:48:48,llama-3-70b,1147,251,req_2928
2026-06-01 00:48:49,mistral-large,1926,152,req_2929
2026-06-01 00:48:50,mistral-large,906,234,req_2930
2026-06-01 00:48:51,mistral-large,829,796,req_2931
2026-06-01 00:48:52,mistral-large,862,641,req_2932
2026-06-01 00:48:53,llama-3-70b,1510,708,req_2933
2026-06-01 00:48:54,gpt-4o,719,378,req_2934
2026-06-01 00:48:55,llama-3-70b,1966,84,req_2935
2026-06-01 00:48:56,llama-3-70b,330,610,req_2936
2026-06-01 00:48:57,llama-3-70b,188,742,req_2937
2026-06-01 00:48:58,gpt-4o,906,69,req_2938
2026-06-01 00:48:59,mistral-large,228,92,req_2939
2026-06-01 00:49:00,mistral-large,798,92,req_2940
2026-06-01 00:49:01,mistral-large,1982,717,req_2941
2026-06-01 00:49:02,gpt-4o,1561,730,req_2942
2026-06-01 00:49:03,mistral-large,501,208,req_2943
2026-06-01 00:49:04,gpt-4o,1924,917,req_2944
2026-06-01 00:49:05,mistral-large,70,386,req_2945
2026-06-01 00:49:06,mistral-large,1087,605,req_2946
2026-06-01 00:49:07,llama-3-70b,1713,480,req_2947
2026-06-01 00:49:08,gpt-4o,547,577,req_2948
2026-06-01 00:49:09,llama-3-70b,857,787,req_2949
2026-06-01 00:49:10,llama-3-70b,997,610,req_2950
2026-06-01 00:49:11,llama-3-70b,74,823,req_2951
2026-06-01 00:49:12,gpt-4o,1645,543,req_2952
2026-06-01 00:49:13,gpt-4o,595,218,req_2953
2026-06-01 00:49:14,mistral-large,1737,78,req_2954
2026-06-01 00:49:15,llama-3-70b,180,65,req_2955
2026-06-01 00:49:16,mistral-large,1306,702,req_2956
2026-06-01 00:49:17,llama-3-70b,1922,547,req_2957
2026-06-01 00:49:18,gpt-4o,1732,223,req_2958
2026-06-01 00:49:19,gpt-4o,544,16,req_2959
2026-06-01 00:49:20,gpt-4o,1424,818,req_2960
2026-06-01 00:49:21,llama-3-70b,1973,419,req_2961
2026-06-01 00:49:22,gpt-4o,702,36,req_2962
2026-06-01 00:49:23,llama-3-70b,1360,164,req_2963
2026-06-01 00:49:24,mistral-large,117,1005,req_2964
2026-06-01 00:49:25,llama-3-70b,1880,1023,req_2965
2026-06-01 00:49:26,mistral-large,1195,241,req_2966
2026-06-01 00:49:27,llama-3-70b,823,743,req_2967
2026-06-01 00:49:28,mistral-large,1014,185,req_2968
2026-06-01 00:49:29,gpt-4o,461,833,req_2969
2026-06-01 00:49:30,mistral-large,1239,562,req_2970
2026-06-01 00:49:31,gpt-4o,599,345,req_2971
2026-06-01 00:49:32,gpt-4o,1049,462,req_2972
2026-06-01 00:49:33,mistral-large,336,84,req_2973
2026-06-01 00:49:34,llama-3-70b,617,651,req_2974
2026-06-01 00:49:35,llama-3-70b,668,776,req_2975
2026-06-01 00:49:36,llama-3-70b,11,991,req_2976
2026-06-01 00:49:37,llama-3-70b,1043,824,req_2977
2026-06-01 00:49:38,llama-3-70b,443,763,req_2978
2026-06-01 00:49:39,gpt-4o,134,477,req_2979
2026-06-01 00:49:40,llama-3-70b,1114,675,req_2980
2026-06-01 00:49:41,gpt-4o,494,719,req_2981
2026-06-01 00:49:42,gpt-4o,661,116,req_2982
2026-06-01 00:49:43,gpt-4o,1871,984,req_2983
2026-06-01 00:49:44,mistral-large,1183,296,req_2984
2026-06-01 00:49:45,mistral-large,809,954,req_2985
2026-06-01 00:49:46,gpt-4o,882,826,req_2986
2026-06-01 00:49:47,mistral-large,1373,635,req_2987
2026-06-01 00:49:48,llama-3-70b,138,387,req_2988
2026-06-01 00:49:49,llama-3-70b,447,21,req_2989
2026-06-01 00:49:50,gpt-4o,760,497,req_2990
2026-06-01 00:49:51,llama-3-70b,510,335,req_2991
2026-06-01 00:49:52,gpt-4o,1091,930,req_2992
2026-06-01 00:49:53,gpt-4o,1231,743,req_2993
2026-06-01 00:49:54,llama-3-70b,220,877,req_2994
2026-06-01 00:49:55,mistral-large,1947,490,req_2995
2026-06-01 00:49:56,llama-3-70b,911,410,req_2996
2026-06-01 00:49:57,llama-3-70b,54,121,req_2997
2026-06-01 00:49:58,gpt-4o,1130,559,req_2998
2026-06-01 00:49:59,gpt-4o,1312,884,req_2999
2026-06-01 00:50:00,gpt-4o,544,119,req_3000
2026-06-01 00:50:01,gpt-4o,1443,799,req_3001
2026-06-01 00:50:02,mistral-large,470,553,req_3002
2026-06-01 00:50:03,mistral-large,400,818,req_3003
2026-06-01 00:50:04,mistral-large,1880,629,req_3004
2026-06-01 00:50:05,gpt-4o,1077,551,req_3005
2026-06-01 00:50:06,gpt-4o,36,648,req_3006
2026-06-01 00:50:07,gpt-4o,803,340,req_3007
2026-06-01 00:50:08,mistral-large,1130,340,req_3008
